29000	 43.5
29100	 36.2
29200	 31.4
29300	 25.6
29400	 22.1
29500	 21.2
29600	 16.6
29700	 13.7
29800	 6.21
29900	 4.21
30000	 3.98
30100	 4.01
30200	 4.85
30300	 10.1
30400	 11.3
30500	 22.1
30600	 21.9
30700	 27.4
30800	 32.1
30900	 39.5
